"","osm_id","lon","lat"
"483","521155276",2.7445583,42.6236458
"484","521155277",2.7443086,42.6236996
"485","521155278",2.7429681,42.6240093
"486","521155279",2.7406989,42.6244884
"487","521155280",2.7398731,42.6247081
"488","521155281",2.7394733,42.6248576
"489","521155282",2.7389508,42.6250519
"490","521155283",2.7381185,42.6254408
"491","521155285",2.7374259,42.6257189
"492","521155286",2.7372507,42.6255228
"493","521155288",2.7374341,42.6263256
"494","521155290",2.7383244,42.6271966
"495","521155292",2.7399289,42.6284645
"496","521155295",2.7409078,42.6290156
"497","521155296",2.7411101,42.6291097
"498","521155297",2.7417098,42.6293283
"499","521155298",2.7436345,42.630093
"500","522787974",1.4703799,42.5731928
"501","527575306",2.8461719,42.727895
"502","527602527",2.832984,42.5124099
"503","528164550",2.9045811,43.1863592
"504","528165191",-0.3348797,43.2990397
"505","528165282",-0.343491,43.3252198
"506","534864879",-2.9449678,43.4183932
"507","534864881",-2.9442305,43.4165224
"508","534864884",-2.9441271,43.4164075
"509","534864887",-2.9439579,43.4163505
"510","534864891",-2.9434479,43.4162616
"511","534864897",-2.9431543,43.4162093
"512","534864914",-2.9427333,43.4161385
"513","534864920",-2.9421642,43.4160155
"514","534864930",-2.9418157,43.417305
"515","534864944",-2.9419214,43.4174795
"516","534864947",-2.9425769,43.4190251
"517","534864959",-2.9433567,43.418968
"518","534864967",-2.9434425,43.4186816
"519","575810770",-3.6923083,42.3600408
"520","575810782",-3.6921607,42.3600013
"521","575810790",-3.6919497,42.3606981
"522","575810791",-3.6918694,42.3606804
"523","575810794",-3.6918643,42.3606945
"524","575810796",-3.6918319,42.3606872
"525","575810799",-3.6917977,42.3607737
"526","575810802",-3.6916845,42.3607483
"527","575810805",-3.6917201,42.3606613
"528","575810808",-3.6915884,42.3606321
"529","575810812",-3.6915509,42.3607165
"530","575810814",-3.6914381,42.3606911
"531","575810816",-3.6914656,42.3606217
"532","575810819",-3.6914333,42.3606152
"533","575810822",-3.6914414,42.3605973
"534","575810825",-3.6913797,42.3605839
"535","575810830",-3.6913728,42.3606005
"536","575810833",-3.6913409,42.3605925
"537","575810837",-3.6913112,42.3606618
"538","575810841",-3.6911971,42.3606354
"539","575810844",-3.6912357,42.3605496
"540","575810848",-3.6911018,42.3605196
"541","575810851",-3.6910638,42.3606033
"542","575810854",-3.6909526,42.3605785
"543","575810857",-3.6909895,42.3604938
"544","575810858",-3.6909555,42.3604875
"545","575810860",-3.6909624,42.3604678
"546","575810863",-3.6908859,42.3604523
"547","575810866",-3.6909091,42.3603964
"548","575810870",-3.6909833,42.3604136
"549","575810873",-3.6909974,42.3603804
"550","575810876",-3.6914187,42.3604757
"551","575810881",-3.6914486,42.3603957
"552","575810884",-3.6910509,42.3603019
"553","575810887",-3.6910997,42.3601869
"554","575810890",-3.6913615,42.3602457
"555","575810892",-3.6914218,42.3600998
"556","575810895",-3.6910032,42.3600066
"557","575810897",-3.6910147,42.3599804
"558","575810899",-3.6909933,42.359977
"559","575810902",-3.6910039,42.3599505
"560","575810904",-3.6910227,42.3599557
"561","575810907",-3.6910519,42.3598856
"562","575810909",-3.6911926,42.3599164
"563","575810912",-3.6912394,42.3597954
"564","575810915",-3.6922991,42.3600301
"565","575810918",-3.692297,42.3600379
"566","575810922",-3.6921789,42.3603444
"567","575810924",-3.6920285,42.3603083
"568","575810960",-3.6919875,42.3604001
"569","575810962",-3.6919403,42.360389
"570","575810966",-3.6918968,42.3604971
"571","575810969",-3.6915264,42.3604103
"572","575810972",-3.6914927,42.3604932
"573","575810973",-3.6919103,42.3605883
"574","575810977",-3.691894,42.3606286
"575","575810980",-3.6919704,42.3606449
"576","575810983",-3.6913867,42.3601872
"577","575816199",-3.6920737,42.3599815
"578","575816205",-3.6918057,42.3599224
"579","575816206",-3.691387,42.3598302
"580","575816226",-3.6915568,42.3598679
"581","575816234",-3.691461,42.3598466
"582","597182966",-2.5310189,43.061714
"583","597182970",-2.5310055,43.0619024
"584","597182971",-2.5300426,43.0620483
"585","597182974",-2.5301171,43.0620897
"586","597182976",-2.5301738,43.0620407
"587","597182977",-2.5301082,43.0619982
"588","597182980",-2.5303556,43.0617848
"589","597182982",-2.530451,43.061726
"590","597182989",-2.5305896,43.0616835
"591","597182992",-2.5306001,43.0618719
"592","597182994",-2.530305,43.0621191
"593","597182995",-2.5302245,43.0620657
"594","597182996",-2.5301678,43.0621137
"595","597182998",-2.5302364,43.0621627
"596","597183024",-2.5296223,43.0623935
"597","597183027",-2.5296968,43.062436
"598","597183028",-2.5297549,43.0623892
"599","597183032",-2.5296849,43.0623413
"600","597183033",-2.5298802,43.0624632
"601","597183034",-2.5298071,43.0624153
"602","597183036",-2.529743,43.0624632
"603","597183037",-2.529819,43.0625155
"604","597183052",-2.5297281,43.0629805
"605","597183054",-2.5294613,43.062803
"606","597183056",-2.5293152,43.0629293
"607","597183080",-2.5290782,43.0631319
"608","597183082",-2.5288726,43.0630132
"609","597183083",-2.529582,43.0631025
"610","599543537",-5.5671339,42.6003784
"611","599543540",-5.5668628,42.6004306
"612","602785597",-3.7122909,42.3463091
"613","602785598",-3.7122886,42.3465825
"614","602785599",-3.7122083,42.346658
"615","602785632",-3.7123075,42.3467356
"616","610494312",-5.5674322,42.60087
"617","610494313",-5.5670322,42.6002368
"618","610494314",-5.5670736,42.6003536
"619","610494315",-5.5671922,42.600203
"620","610494316",-5.5671218,42.6003443
"621","610494321",-5.5667154,42.6002982
"622","610494322",-5.5668562,42.6002711
"623","610494323",-5.5668514,42.6003985
"624","610494325",-5.5668983,42.6003895
"625","610494326",-5.5669007,42.60082
"626","610494327",-5.5672839,42.6008392
"627","610494328",-5.567253,42.6007522
"628","610494344",-5.5669933,42.6009561
"629","610494345",-5.566973,42.600899
"630","619782925",-1.9772687,43.3002321
"631","625556280",-1.6690178,42.8068054
"632","633231601",-2.9940318,43.2967196
"633","633231606",-2.993157,43.2962702
"634","633231608",-2.9931092,43.2968398
"635","633231610",-2.9938659,43.2970471
"636","662961765",3.1604618,42.4579541
"637","662961771",3.1605666,42.4580067
"638","662961773",3.1607773,42.4576823
"639","662961775",3.1606892,42.457653
"640","662961778",3.1609041,42.4573146
"641","662961780",3.1612227,42.4574413
"642","662961782",3.1610975,42.4576276
"643","662961784",3.161173,42.4576616
"644","662961786",3.1597678,42.458473
"645","662961788",3.1598118,42.4584482
"646","662961790",3.1597026,42.4583506
"647","662961791",3.1599891,42.4581828
"648","662961793",3.1601213,42.4583097
"649","662961795",3.160458,42.4581139
"650","662961797",3.1603636,42.4580566
"651","662961799",3.1608538,42.4581428
"652","662961801",3.1607285,42.4582747
"653","662961803",3.1601953,42.4585825
"654","662961805",3.1601428,42.4585252
"655","662961806",3.1599442,42.4586356
"656","666793601",1.6468331,42.5489957
"657","666793602",1.6281598,42.5527445
"658","666793607",1.6608472,42.542566
"659","666793610",1.6533601,42.5544735
"660","667176670",-0.0462977,43.0993656
"661","667176701",-0.0472058,43.1000232
"662","667176703",-0.0457374,43.0994898
"663","667176705",-0.0463173,43.1001782
"664","667176706",-0.0454363,43.100274
"665","667214246",-0.0453836,43.0996697
"666","667214247",-0.0455956,43.0994945
"667","667214255",-0.0453452,43.099809
"668","670956267",-0.0469121,43.0987505
"669","670956269",-0.0477097,43.098582
"670","670956291",-0.0465278,43.099134
"671","670956322",-0.0462173,43.0994353
"672","670956344",-0.046758,43.1001209
"673","670956345",-0.0464937,43.1001557
"674","672693753",-6.5929126,42.5412838
"675","672693754",-6.5938419,42.5420941
"676","672693755",-6.5929325,42.5420512
"677","672769248",-6.5935062,42.5415648
"678","677491017",-0.0454127,43.0996004
"679","677491019",-0.0454616,43.0995344
"680","678179912",0.0652157,43.2338181
"681","678179913",0.0652535,43.2337966
"682","678179969",0.0657482,43.2351231
"683","678179970",0.0657449,43.2350648
"684","678179971",0.0653921,43.2350652
"685","678179972",0.065393,43.23509
"686","678179973",0.06528,43.235094
"687","678180065",0.0664791,43.2351015
"688","678180070",0.0665008,43.2352891
"689","678180073",0.067276,43.235254
"690","678180074",0.067245,43.235278
"691","678180075",0.0672826,43.2351789
"692","678180082",0.0673943,43.233986
"693","678180083",0.066514,43.235382
"694","678180174",0.056632,43.2190551
"695","678180175",0.0574879,43.2185954
"696","678180176",0.057614,43.2192282
"697","678180177",0.0578677,43.2195674
"698","678180178",0.0580143,43.2197075
"699","678180179",0.0581574,43.2198461
"700","678180180",0.0577279,43.2198839
"701","678180181",0.0572479,43.221792
"702","678180182",0.0563184,43.2220038
"703","678180183",0.0558127,43.2220763
"704","678180184",0.0579025,43.2207184
"705","678180185",0.0588078,43.2205911
"706","678180186",0.0588219,43.2206309
"707","678180187",0.0587394,43.2208714
"708","678180188",0.0582246,43.2212176
"709","678180189",0.0581152,43.2211895
"710","678180190",0.057964,43.2213121
"711","678180191",0.0579999,43.2214294
"712","678180192",0.0579371,43.2215847
"713","678180193",0.0585972,43.2210955
"714","678180194",0.0584415,43.2211674
"715","688020982",-6.6120439,42.5526695
"716","688020985",-6.6118491,42.5533505
"717","688020987",-6.6124072,42.5528341
"718","688020989",-6.6116619,42.5530223
"719","688020991",-6.6115895,42.5530902
"720","688020997",-6.6116437,42.5539323
"721","688020998",-6.6119173,42.5536014
